Date;title;category;account;amount;type;;;;;;;
25/12/2023;Tea;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;92f04311-07a7-493b-84ad-d38adcd7222d
25/12/2023;Water;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;33223069-48e7-427a-a8c0-1c4efd525528
25/12/2023;Breakfast;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;09c3c51f-7cfa-4647-a21e-080e67e542dd
25/12/2023;Breakfast;Food & Drinks;Savings Bank;40000;EXPENSE;;;;;;;6cb14088-4659-473b-81b3-a17246ae6b18
25/12/2023;Chicken keema;Food & Drinks;Savings Bank;187200;EXPENSE;;;;;;;2290db9f-0eff-4600-bf8f-1f02ff51ca32
25/12/2023;Interest;Transport;Savings Bank;30000;INCOME;;;;;;;fdc8188b-e3f1-432f-bcb4-e6e40b268f69
24/12/2023;Breakfast;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;4ce9edcc-510e-4d4f-af17-0ad31309a72f
24/12/2023;Coffee;Food & Drinks;Savings Bank;4000;EXPENSE;;;;;;;f1663574-2517-4cd1-ab38-d1003184b98e
24/12/2023;Coffee;Food & Drinks;Cash;10000;EXPENSE;;;;;;;9674d36a-6dbb-4ce4-b604-48032c7c4d0c
23/12/2023;Recharge;Bills & Fees;Savings Bank;259000;EXPENSE;;;;;;;15ffd4c8-96c6-4997-ac8c-e963264cdc8d
22/12/2023;Snacks;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;5adc0ffc-c353-4a97-8a3e-450e9c600802
22/12/2023;Payup;Bills & Fees;Cash;200000;INCOME;;;;;;;b2f78cc3-5ec5-4c58-b4ec-7e91b945521e
22/12/2023;Payup;Bills & Fees;Savings Bank;700000;INCOME;;;;;;;b9b9f487-3b24-49f7-8a74-48e0a93c0fc9
22/12/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;f8a0462a-deae-48e8-b068-0ffdb31fd8df
22/12/2023;Ticket refund;Bills & Fees;Savings Bank;170560;INCOME;;;;;;;e45c43ce-01d1-4bc6-820d-8dfc1d1e28ab
22/12/2023;Juice;Food & Drinks;Savings Bank;130000;EXPENSE;;;;;;;7a63f8ae-377a-4c0e-9311-42c1f87eeddd
22/12/2023;Payup;Food & Drinks;Savings Bank;40000;INCOME;;;;;;;aa757e90-f3c6-4909-9b04-0d1533979761
22/12/2023;Pizza;Food & Drinks;Savings Bank;170000;EXPENSE;;;;;;;a27cab20-3ec8-43ff-902b-7dfa2f4f3a6e
21/12/2023;Tickets;Bills & Fees;Savings Bank;376000;EXPENSE;;;;;;;4f355e8f-e329-4cb0-a5df-04fd184f46cd
21/12/2023;Gift 🎁;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;62394bcb-5474-40b1-b1fa-b075914a0d22
21/12/2023;Stonks Return;Bills & Fees;Savings Bank;83660;INCOME;;;;;;;564e1375-e344-4d95-8cf8-9278ea337875
20/12/2023;Shawarma 🌯;Food & Drinks;Savings Bank;330000;EXPENSE;;;;;;;6c5084ec-96b0-4cbf-8769-97a6dae9c6b3
20/12/2023;Snacks;Food & Drinks;Savings Bank;55000;EXPENSE;;;;;;;6c8e4ece-88fc-4fb6-a1c0-dc205e6fa7d7
20/12/2023;Recharge;Bills & Fees;Savings Bank;257900;EXPENSE;;;;;;;432f3a72-7f95-452e-a183-330f5ec1ace1
20/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;833c381f-09a6-4375-a592-2c06d15b929d
20/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;c2054475-c241-40f7-9c5a-d4f855f2b304
20/12/2023;Snacks;Food & Drinks;Savings Bank;35000;EXPENSE;;;;;;;e466961d-3da5-4312-87de-da40811cd2c9
19/12/2023;Cashback;Bills & Fees;Savings Bank;3000;INCOME;;;;;;;dfd5ce4d-baa0-401b-a51f-9aca90e78b84
18/12/2023;Adjust balance;Transport;Cash;300000;INCOME;;;;;;;a1a3727b-0a2c-453a-856c-b3f90593b6e7
18/12/2023;Adjust balance;Transport;Savings Bank;2000;INCOME;;;;;;;227456ba-8dbb-49c1-976b-ee2098f72a41
18/12/2023;Weekend;Food & Drinks;Savings Bank;290000;EXPENSE;;;;;;;021cb38e-ae47-4155-8e6d-9522e7974d9e
16/12/2023;Card maintenance;Bills & Fees;Savings Bank;295000;EXPENSE;;;;;;;0a817829-a0cb-48e0-b62a-47648d904c5b
16/12/2023;Bus Pass;Transport;Savings Bank;430000;EXPENSE;;;;;;;fa98d231-86e3-48ca-bbc7-f27c18c906aa
16/12/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;6c3559f3-063a-4a61-99ce-e594dc0d0f7f
15/12/2023;Goje Payback;Food & Drinks;Cash;30000;INCOME;;;;;;;722e9e7e-e308-4518-9c9f-84de96dd7acb
15/12/2023;Sid PayUp;Food & Drinks;Savings Bank;40000;INCOME;;;;;;;32e61c00-796a-4f82-9652-5eaf8834d154
15/12/2023;Juice;Food & Drinks;Savings Bank;40000;EXPENSE;;;;;;;949bb309-7699-43ff-ab60-ae179a9f7a40
15/12/2023;Snacks;Food & Drinks;Savings Bank;105000;EXPENSE;;;;;;;e2badeca-ef83-42a0-826d-c3af2c8d58dc
15/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;40408840-9681-4dfb-83ce-630136d9d928
15/12/2023;Snacks;Food & Drinks;Cash;70000;EXPENSE;;;;;;;11788ec1-f814-4697-b451-4f2ca8cf80ac
14/12/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;4702862d-7184-4f1f-83e3-5eed5c68bdf3
13/12/2023;Biryani;Bills & Fees;Savings Bank;520000;EXPENSE;;;;;;;15fbbcaa-c866-4c18-bd6a-2aa0aefc8e6a
13/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;1ac59627-12e6-410d-9ef0-91a26cabbd63
13/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;da31bb5f-8e99-4b57-beb5-c404d401e588
13/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;f17424d4-1ed1-4ad7-9c2e-8f146bdcfc30
12/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;9334ad1f-3f44-4c6c-aa73-5013d4884b73
12/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;a7f9d52d-ffe2-40d3-a930-5154f8a4695d
11/12/2023;Adjust balance;Transport;Savings Bank;2000;EXPENSE;;;;;;;8abfcea0-95bc-45eb-9ee6-bcb4b40a3910
11/12/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;a9ceb49f-af47-46a4-ae34-e28e160e5d90
11/12/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;7417866f-e161-4d98-9a1c-a10bf266f2f9
10/12/2023;Bonda;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;6ba81c07-7f94-4e7d-8515-7da2db290db5
09/12/2023;Snacks;Food & Drinks;Savings Bank;130000;EXPENSE;;;;;;;932e96d5-6fbb-4cdd-99a5-4d9552980303
09/12/2023;Gpay;Bills & Fees;Savings Bank;25000;INCOME;;;;;;;f0dd3e5d-addf-405b-9e30-80b577fcf816
09/12/2023;;Transport;Metro Card;2000;EXPENSE;;;;;;;f9009d96-9237-4805-8ab6-fa03030094ba
09/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;43113418-56e2-4138-81de-33491deed52c
08/12/2023;Snacks;Food & Drinks;Savings Bank;70000;EXPENSE;;;;;;;13d6b68a-fa12-495d-aec6-c7aee22d5ca5
08/12/2023;Adjust balance;Transport;Savings Bank;5000;EXPENSE;;;;;;;4d21e110-458c-4fe8-88fe-0495ba21877b
08/12/2023;Printouts;Bills & Fees;Savings Bank;10000;EXPENSE;;;;;;;2f584bfb-8f02-43ef-94dc-629a4c96a2f1
08/12/2023;Coke;Food & Drinks;Savings Bank;15000;EXPENSE;;;;;;;ba9bad5d-11e4-422b-b952-e27c8b4e85ca
08/12/2023;Adjust balance;Transport;Cash;95000;INCOME;;;;;;;4a29507c-1e41-48de-920f-a16b6081b3fe
07/12/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;060098bc-c3e6-4127-bec0-314ceee81267
07/12/2023;Withdraw;Transport;Savings Bank;500000;EXPENSE;;;;;;;4a369309-254a-4469-be93-b466e6fd2c07
07/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;dcee1de9-e613-4e76-ab56-b4b98780226f
07/12/2023;Adjust balance;Transport;Cash;20000;EXPENSE;;;;;;;14b0a044-46e0-47d3-bbad-2315fdd6d44b
07/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;d86aa26b-d80b-4589-9321-6f471dbeea4f
06/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;97f40cea-dfc0-4f1c-879c-83f64ae5b23c
06/12/2023;Help;Transport;Savings Bank;0;TRANSFER;INR;Cash;120;INR;;;28980670-9ac1-424a-9134-942c644228bb
06/12/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;917b2e0c-b7c5-4898-82e9-cf95d7e5195c
06/12/2023;Adjust balance;Transport;Cash;80000;INCOME;;;;;;;624717d4-2452-41ec-a6c5-c0bb5541ee35
06/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;a0bd2045-5f35-4511-967e-219381209062
06/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;24d3cbba-346c-49ec-a017-dc9df7c04d86
05/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;90c9e9aa-ad63-4f7c-9669-3fe8f1d1cc77
05/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;eb990cdf-34c5-427f-a0c6-f502dd37ccf6
04/12/2023;Snacks;Food & Drinks;Savings Bank;75000;EXPENSE;;;;;;;34f0f184-0b17-4687-8594-7e8d8838ea44
04/12/2023;Jalebi;Food & Drinks;Savings Bank;50000;EXPENSE;;;;;;;d4df7376-a3d8-4106-a6c0-74953da4fd3b
04/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;0333ad03-2361-4755-baaa-76cddc71ad85
04/12/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;9b5c9e93-b048-489a-9360-83e610a4cdcf
02/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;69f4b6ea-4a8e-451d-a029-3bf1648d0dc0
02/12/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;149baa0f-5ff3-4cae-8ea8-7cdfbbba2690
01/12/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;cfb4c1f4-da4c-44a7-acce-d6bc646f89e3
01/12/2023;Adjust balance;Transport;Cash;10000;EXPENSE;;;;;;;663673ed-628e-424e-a8f4-6a5a32fb1650
01/12/2023;Chotu;Bills & Fees;Savings Bank;220000;INCOME;;;;;;;3c87fc82-daee-4b05-8e01-01c4789e99ef
01/12/2023;AtrR;Transport;Metro Card;35000;EXPENSE;;;;;;;946ba742-cc88-4dd1-95d5-0d53bb4bf601
29/11/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;0459d289-e983-483c-af6b-1d528f163ac3
29/11/2023;AtrR;Transport;Metro Card;35000;EXPENSE;;;;;;;88ecfc83-404b-490c-9963-f38ee50dc1f7
29/11/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;30854bf7-334a-42c0-9d0b-1d6b04c5abb2
29/11/2023;Biryani 🍚;Food & Drinks;Savings Bank;520000;EXPENSE;;;;;;;5ac33667-4651-4eb3-8aa5-ac9ca397dcd8
29/11/2023;Shawarma 🌯;Food & Drinks;Savings Bank;140000;EXPENSE;;;;;;;644e88bf-4972-4c7a-bba4-e778ea416246
29/11/2023;Lunch payup;Food & Drinks;Savings Bank;552000;EXPENSE;;;;;8500264412;;26a94d5a-a6cc-4471-98fb-dd2aa21a5d71
29/11/2023;Baba;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;8856a324-0da0-4c9d-adc6-477450008e2f
29/11/2023;Salary;Transport;Savings Bank;35000;INCOME;;;;;;;2971c087-5442-42c5-b4e6-78430170b8c4
29/11/2023;Chotu;Bills & Fees;Savings Bank;20000;EXPENSE;;;;;;;ec8b5888-2e6c-4fe9-aa32-238781160408
28/11/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;197bdb56-9809-439e-8b0c-e9473f4b000b
28/11/2023;Juice;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;0ce745aa-d387-4c37-8c9a-c6f7641e55be
27/11/2023;AtrR;Transport;Metro Card;35000;EXPENSE;;;;;;;2a2d238e-53fe-48e3-9626-19f2cfc548a9
26/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;be0f701d-f9ab-45da-9830-c0cbae52d003
26/11/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;421ea41d-bb8d-4b03-8968-046626bf6439
26/11/2023;Shampoo;Bills & Fees;Savings Bank;4000;EXPENSE;;;;;;;7b06ff54-c71c-4b0a-9ed4-390580574d3f
25/11/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;644d7776-1db9-4133-98c9-e5c91ad25ae1
25/11/2023;Adjust balance;Transport;Savings Bank;19200;EXPENSE;;;;;;;ee99e108-e2ac-4520-86b6-4881d2b200da
25/11/2023;Exam fees;Bills & Fees;Savings Bank;800000;EXPENSE;;;;;;;0cb50773-b197-4d35-bd06-ac371e7557ad
24/11/2023;Snacks;Food & Drinks;Savings Bank;35000;EXPENSE;;;;;;;1b90f7f7-9f52-43fd-be51-b292e463bc70
23/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;5c9dc391-1da4-423a-806f-81c431c30a13
23/11/2023;AtrR;Transport;Metro Card;35000;EXPENSE;;;;;;;1feb75ee-36a2-4182-b4cd-cf5e94ea0bdd
23/11/2023;Something;Bills & Fees;Savings Bank;50000;EXPENSE;;;;;;;1a57d7b8-8980-42b3-9d9e-fa710bc78cfe
22/11/2023;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;200;INR;;;5e323923-50fe-44ed-a480-e9dae86c7aa7
22/11/2023;AtrR;Transport;Metro Card;35000;EXPENSE;;;;;;;6804ce0f-f9b8-4e80-8557-ce640fea5e7e
22/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;41f23d61-4e65-4fa3-8704-2ad9a0be0e81
21/11/2023;Curd;Bills & Fees;Savings Bank;46000;EXPENSE;;;;;;;97c3a6b9-0d85-4d13-b1d9-c14155b1b5ff
21/11/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;0869a6f5-c8b4-434b-9ceb-ab4f5367c691
21/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;d63fad3a-737c-4f49-87bf-1e91b4c740f8
21/11/2023;Chotu pass;Bills & Fees;Savings Bank;200000;EXPENSE;;;;;;;e7362139-393e-4fc0-aecc-3e95e0e2d2a9
21/11/2023;AtrR;Transport;Metro Card;35000;EXPENSE;;;;;;;71dd54b2-734f-415e-9055-6bf8cfec6ba6
21/11/2023;Recharge;Bills & Fees;Savings Bank;259000;EXPENSE;;;;;;;277bf617-06c2-48a9-9b41-bd2492f4d0a0
20/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;8b2b2cd4-076a-446c-8c78-a7611661f4b8
20/11/2023;Maa;Bills & Fees;Cash;50000;EXPENSE;;;;;;;24fa34a0-5b3a-412a-a7aa-48c00303ebd9
20/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;543d9103-afdf-4de5-8fbf-a3a2f3341f58
19/11/2023;Adjust balance;Transport;Cash;20000;INCOME;;;;;;;50add2df-c653-4fc9-974e-08c8c8f58433
18/11/2023;Bus pass;Transport;Savings Bank;430000;EXPENSE;;;;;;;f69aa535-adb7-4041-ae57-b932274200d9
18/11/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;7c2b7f37-3ca9-4b96-84bb-795c65da17f2
18/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;a7e94197-1ee2-46a3-aec3-21da0ba57087
17/11/2023;Withdraw;Transport;Savings Bank;0;TRANSFER;INR;Cash;200;INR;;;18f48998-134d-4716-aefd-4a57806c7d5f
17/11/2023;Saman;Bills & Fees;Savings Bank;153000;EXPENSE;;;;;;;b4c82d8c-d379-41fa-a79f-1ce7b917e010
17/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;ebea9cf2-b39e-49c3-8263-40e3d5896c16
17/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;9f6d08fe-6f10-4927-9260-68795190105f
16/11/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;9b7679df-89b6-4a40-a3b7-e8932e98d504
16/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;d12a9c4e-8d52-4701-a49a-2b2deda9d52f
16/11/2023;Adjust balance;Transport;Cash;20000;EXPENSE;;;;;;;adcde3b9-cc7d-481e-a4de-7f845e385a4e
16/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;ecb52348-a164-4efc-8352-a21dd462df24
16/11/2023;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;200;INR;;;58b7c8b9-836b-457f-8c6d-17916d6b4bd6
15/11/2023;AtR;Transport;Savings Bank;35000;EXPENSE;;;;;;;37772232-b8e2-4688-bc24-9c6aa69ee339
14/11/2023;Adjust balance;Transport;Savings Bank;13200;INCOME;;;;;;;81727d8f-e26e-4268-9cf6-200aa3bce138
14/11/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;bb532962-fe2e-4b2a-802c-11002d2c675a
14/11/2023;Maa;Transport;Cash;20000;EXPENSE;;;;;;;20446408-5a15-414b-990c-e3d29e2f652a
13/11/2023;Print;Bills & Fees;Savings Bank;100000;EXPENSE;;;;;;;fcdaadae-f40a-41d5-a814-90fdda1fc01d
13/11/2023;AtR;Transport;Savings Bank;35000;EXPENSE;;;;;;;3f4284fc-a72f-4953-b7e1-878dfe903ae0
12/11/2023;Snacks;Food & Drinks;Savings Bank;70000;EXPENSE;;;;;;;7798f163-4dfa-40e2-8207-a1fd2fde64bd
12/11/2023;Clothes;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;b26a5e5c-4ac5-4c0e-a4b2-16477d2fd01f
12/11/2023;Clothes;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;bd2bd52e-5cbc-4733-ab4f-13ea9c98f284
11/11/2023;Snacks;Food & Drinks;Savings Bank;105000;EXPENSE;;;;;;;c948a557-c0b0-421b-81ed-e22f2d39f155
11/11/2023;Snacks;Food & Drinks;Savings Bank;140000;EXPENSE;;;;;;;fe578deb-0f74-4840-8139-f4211f883d5d
11/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;bc5e6d26-42c9-43f6-abde-f9b07ff98957
11/11/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;95fa706e-7e4b-407f-93e3-dcb6f49efc0d
10/11/2023;Haircut;Bills & Fees;Savings Bank;150000;EXPENSE;;;;;;;843b38b6-8935-41a6-90fa-c1663295a12c
10/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;3f85c317-ed8f-498b-8a7b-3c420d50181a
10/11/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;c6365a43-e34d-4c9b-b629-c3db459fbcba
10/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;7aafd1e1-88fb-4d26-bead-a42530d0bfc4
09/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;1195ea9c-4627-46a1-bb49-2e877cb3e8ba
09/11/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;850c874a-9796-4dd1-a8c8-2d2cc8ed55bf
09/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;b1473f0a-b561-420b-a8e8-0722b3642027
08/11/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;33a81c8a-4cff-410d-bdea-28695365f00e
08/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;e2d505a6-3bf0-404c-833c-d84ea1f7d3ca
08/11/2023;DishTV;Bills & Fees;Savings Bank;220000;EXPENSE;;;;;;;3c2021b3-92f8-4a91-b343-8c321411edf4
08/11/2023;Juice;Food & Drinks;Savings Bank;10000;EXPENSE;;;;;;;2214cf6a-3509-4775-9306-d1c853984d52
08/11/2023;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;200;INR;;;aec282de-c289-492b-80b9-8cfa216b7acc
07/11/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;cdded4a6-aa21-458d-a863-9982ce6a0d43
07/11/2023;Electricity;Bills & Fees;Savings Bank;774000;EXPENSE;;;;;;;016e9b61-dcfa-4e77-9ea4-5b40078becc9
07/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;78888e33-2d94-478e-b4d8-35ff9169fea4
07/11/2023;Rapido;Transport;Savings Bank;44000;EXPENSE;;;;;;;beef8da0-b407-4076-a562-8a55edb5bce3
06/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;b7b2a934-a16c-419f-8b93-7e9e2f9a62c2
05/11/2023;Maida;Bills & Fees;Savings Bank;25000;EXPENSE;;;;;;;6cd27df9-3f55-4e65-a77b-9d25259cd29e
05/11/2023;Adjust;Transport;Savings Bank;30000;EXPENSE;;;;;;;f01503a7-4e97-4b43-bd2c-cfbd17611edc
04/11/2023;Sid;Food & Drinks;Savings Bank;140000;EXPENSE;;;;;;;86eddbaf-1a9f-4b39-a9be-bce386b02cc9
04/11/2023;Printouts;Bills & Fees;Savings Bank;385000;EXPENSE;;;;;;;d2679f4e-ce95-4a3e-a7d9-6c6b9007e2c0
04/11/2023;Treat;Food & Drinks;Savings Bank;650000;EXPENSE;;;;;;;4fa043c2-f7ca-437e-b6ee-58251377508f
03/11/2023;Chotu;Bills & Fees;Savings Bank;35000;INCOME;;;;;;;6ede70eb-b6c4-4447-b8c6-fa2aab9df901
03/11/2023;Seminar print;Bills & Fees;Savings Bank;104000;EXPENSE;;;;;;;18a8be6e-6669-4223-9631-a3c29b826841
03/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;66fc0879-0791-4134-8789-c0d1b74a6cab
02/11/2023;Amazon;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;4269f611-6985-4028-85b2-ab9810ac4df7
02/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;acf52e36-7fe6-41de-88de-bba899dfd884
01/11/2023;Grocery;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;eeb36b00-1cde-4cca-8a38-4a997eb35496
01/11/2023;Biryani;Food & Drinks;Savings Bank;520000;EXPENSE;;;;;;;922eb3ad-ce92-43ed-82e0-f432251243bb
01/11/2023;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;200;INR;;;80afa37c-80c8-4f25-864e-4949fc04fd30
01/11/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;aaa2e7fe-1c23-4d65-ba8a-b5fc252b2c25
01/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;f7018b1e-fe6e-468f-a3bb-f64bb701c1e2
01/11/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;080dcbbd-f828-4ba0-beac-f5f32391a409
01/11/2023;Shampoo;Bills & Fees;Savings Bank;4000;EXPENSE;;;;;;;93598cf4-8222-4ffd-975a-a57bbe6a6c7f
31/10/2023;Salary;Bills & Fees;Savings Bank;35000;INCOME;;;;;;;4a84591c-f2a3-4cb2-af50-1b09d06d15c6
31/10/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;f8e9144e-95b6-42b1-aa50-75ca623456d4
31/10/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;77a06c9e-4a6c-4a25-9962-4639e7df0344
30/10/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;265e9b8f-0bb9-41f5-af2b-3adee382c252
30/10/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;7b6c432c-ce1a-4069-b0aa-016345fd4f13
28/10/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;56413879-e433-453c-9635-68c5704a2eeb
27/10/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;97d200a4-8a14-49aa-afd9-6f7096ffb383
27/10/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;e29cc138-af79-4cf1-bb31-bf3147ea054d
27/10/2023;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;100;INR;;;96367560-d2b9-4f5d-ad6b-21b20ce521d9
26/10/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;7a4a6e3b-c8ee-4544-9360-fb1cfb8f2180
26/10/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;0cfdc995-94a3-49bd-bdc4-22e72dbb704e
26/10/2023;Chotu;Bills & Fees;Savings Bank;200000;EXPENSE;;;;;;;bdd73ad9-634f-404c-8d9b-869f6af5a207
26/10/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;37abc86e-1ccc-4208-a4ab-c8d82ad550d7
25/10/2023;Adjust balance;Transport;Metro Card;35000;EXPENSE;;;;;;;aa94af2f-38b6-4bd4-96a8-a3d702739ab2
25/10/2023;Adjust balance;Transport;Cash;44000;EXPENSE;;;;;;;2483c557-c863-44bf-9570-ff856b7601a8
25/10/2023;Nidhish Payup;Bills & Fees;Savings Bank;60000;EXPENSE;;;;;;;7cfc848a-405e-4a42-b084-c9cb747e988a
25/10/2023;Recharge;Bills & Fees;Savings Bank;470820;EXPENSE;;;;;;;5ee52a27-7ed5-47c1-9e97-130602892c04
25/10/2023;Baba;Bills & Fees;Savings Bank;600000;INCOME;;;;;;;80767f2d-2582-4da4-bbee-7a95e06dff10
24/10/2023;Biryani 🍚;Food & Drinks;Savings Bank;356000;EXPENSE;;;;;;;6b5bcf06-600e-4921-8b15-f2ad78824b97
24/10/2023;Maa;Bills & Fees;Savings Bank;200000;INCOME;;;;;;;b0b6a557-f44a-46e9-bb70-5d9cf3b8b67c
24/10/2023;Egg Roll 🌯;Food & Drinks;Savings Bank;140000;EXPENSE;;;;;;;1a6ced53-ddaf-424f-bc75-b4609a8421d5
24/10/2023;Bus Pass 💳;Transport;Savings Bank;440000;EXPENSE;;;;;;;e091c498-3f42-4136-855d-9abe5e9c23c6
24/10/2023;Adjust;Bills & Fees;Savings Bank;40000;EXPENSE;;;;;;;9f9e561d-fbe6-4cd6-9a86-4f17f17b5e35
23/10/2023;Rapido 🚲;Transport;Savings Bank;74000;EXPENSE;;;;;;;adc6a73d-0802-478a-b225-59c573492a37
23/10/2023;Adjust;Bills & Fees;Savings Bank;10000;EXPENSE;;;;;;;f30bed0f-ca8e-4698-80c9-e0c215eebfb2
22/10/2023;Egg roll 🌯;Food & Drinks;Savings Bank;160000;EXPENSE;;;;;;;809b23a7-509e-439a-8651-0cc57f29ede3
22/10/2023;Nidhish Paid;Bills & Fees;Savings Bank;60000;INCOME;;;;;;;295d4db6-def7-490a-89d2-fb9414428b54
22/10/2023;Recharge;Bills & Fees;Savings Bank;259000;EXPENSE;;;;;;;be8e28eb-da75-4416-80ca-0c6672e99c28
22/10/2023;Bus;Transport;Cash;30000;EXPENSE;;;;;;;1226dbe7-b544-45a7-a1dc-600679421ee1
22/10/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;4c6b2085-3835-4b8d-900f-8b777c2613dc
22/10/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;d0b67f09-34f9-4a75-b8ca-6afe9e6b6041
